,Order Date,Sales,Segment,Profit
22394,2014-07-14,93.03,Home Office,5.46
22395,2014-12-15,112.08,Consumer,4.32
22396,2014-05-05,89.4408,Corporate,-10.8792
22397,2014-04-09,75.708,Consumer,23.508
22399,2014-12-24,181.95,Corporate,38.2095
22401,2014-11-09,109.9,Home Office,32.97
22405,2014-07-03,141.354,Consumer,-98.976
22408,2014-07-31,88.56,Corporate,5.76
22410,2014-02-10,173.556,Consumer,44.316
22411,2014-02-13,109.9485,Consumer,-18.7515
22415,2014-07-09,818.02,Consumer,302.54
22418,2014-10-30,146.523,Consumer,8.583
22420,2014-03-28,76.482,Consumer,-49.728
22422,2014-12-03,114.9384,Corporate,33.2184
22427,2014-05-14,87.78,Consumer,-75.54
22431,2014-01-23,253.95,Consumer,76.05
22435,2014-01-03,87.9,Consumer,21.96
22438,2014-12-02,104.68,Home Office,35.3295
22439,2014-11-08,350.352,Consumer,-140.1408
22441,2014-12-12,128.85,Corporate,3.8655
22444,2014-09-26,126.8,Consumer,26.56
22447,2014-07-30,84.564,Consumer,-26.796
22448,2014-10-24,74.556,Consumer,-43.524
22451,2014-01-21,121.08,Consumer,41.16
22454,2014-02-17,202.1808,Home Office,24.8808
22455,2014-06-14,108.0,Consumer,31.68
22457,2014-11-25,43.86,Consumer,3.06
22460,2014-06-21,97.56,Consumer,-4.94
22462,2014-05-20,137.58,Consumer,28.86
22465,2014-12-23,199.95,Consumer,63.984
22470,2014-09-26,75.536,Corporate,-71.784
22473,2014-10-24,318.5622,Corporate,68.4822
22477,2014-03-05,89.4,Corporate,16.98
22480,2014-08-25,91.962,Consumer,1.002
22481,2014-08-16,297.432,Corporate,-143.808
22483,2014-09-26,93.6,Corporate,42.9
22485,2014-10-02,747.18,Consumer,358.56
22486,2014-12-17,75.36,Corporate,30.12
22490,2014-03-17,138.8241,Corporate,17.0541
22491,2014-05-22,164.349,Home Office,-7.311
22498,2014-06-11,175.875,Home Office,-12.675
22507,2014-08-08,103.14,Consumer,39.06
22508,2014-07-28,83.4,Consumer,3.3
22513,2014-11-06,51.111,Consumer,2.781
22515,2014-11-15,96.36,Corporate,25.0536
22519,2014-08-28,128.8,Corporate,1.28
22520,2014-09-12,60.39,Home Office,15.66
22526,2014-02-15,118.935,Consumer,26.385
22528,2014-09-06,84.96,Consumer,39.06
22530,2014-10-22,122.76,Consumer,56.4
22532,2014-05-15,36.32,Corporate,-22.72
22535,2014-08-25,77.7,Consumer,4.62
22536,2014-11-07,244.8,Corporate,33.6
22539,2014-01-09,37.38,Consumer,1.08
22544,2014-09-12,78.99,Corporate,23.67
22550,2014-06-11,105.72,Corporate,9.48
22551,2014-11-14,216.0,Consumer,30.24
22552,2014-09-04,119.25,Consumer,21.42
22555,2014-12-02,70.68,Corporate,31.0992
22560,2014-04-11,338.6616,Home Office,-92.7984
22563,2014-11-07,41.4,Home Office,19.872
22565,2014-06-06,77.472,Consumer,8.992
22569,2014-06-05,121.9212,Home Office,-101.2188
22574,2014-07-14,43.92,Consumer,19.32
22576,2014-06-09,85.464,Corporate,-71.256
22577,2014-06-27,201.0,Home Office,52.2
22584,2014-04-11,95.736,Consumer,20.3439
22586,2014-11-11,111.79,Consumer,43.5981
22587,2014-06-18,101.34,Home Office,8.1072
22589,2014-10-09,102.696,Corporate,-154.044
22590,2014-06-13,64.3,Consumer,17.3
22594,2014-09-01,101.58,Consumer,13.2
22595,2014-06-10,162.54,Consumer,81.24
22602,2014-07-19,156.456,Consumer,-39.114
22603,2014-12-09,56.46,Consumer,14.1
22604,2014-04-12,121.32,Corporate,7.26
22606,2014-08-02,88.155,Corporate,-144.015
22608,2014-06-06,109.848,Home Office,-47.632
22614,2014-05-10,66.96,Home Office,2.6784
22615,2014-12-18,150.744,Consumer,-128.136
22616,2014-09-17,112.32,Home Office,6.72
22618,2014-06-25,124.593,Consumer,39.573
22619,2014-05-26,74.655,Consumer,-3.345
22625,2014-01-27,72.009,Corporate,-4.851
22626,2014-08-26,74.565,Consumer,-26.865
22628,2014-07-24,56.448,Consumer,-23.532
22630,2014-10-22,58.08,Consumer,2.28
22631,2014-12-09,230.22,Corporate,108.18
22632,2014-09-29,194.4,Consumer,83.52
22633,2014-11-04,109.272,Corporate,-49.208
22634,2014-01-28,255.45,Consumer,73.95
22635,2014-02-10,123.6534,Consumer,-1.5066
22641,2014-05-06,123.93,Corporate,61.95
22645,2014-10-06,64.233,Consumer,15.633
22646,2014-11-07,31.0365,Consumer,-20.8935
22647,2014-09-09,155.7,Corporate,55.98
22648,2014-04-09,54.918,Home Office,13.338
22649,2014-05-09,81.08,Consumer,22.7024
22650,2014-07-06,109.74,Corporate,35.1
22651,2014-11-22,122.88,Corporate,9.72
22659,2014-02-22,94.65,Consumer,37.8
22663,2014-12-19,117.4472,Consumer,-45.5928
22667,2014-03-20,39.54,Consumer,16.56
22669,2014-11-11,136.5,Consumer,15.0
22671,2014-09-19,56.736,Consumer,-3.804
22672,2014-06-09,266.895,Corporate,74.115
22677,2014-01-22,99.696,Home Office,33.6474
22679,2014-06-27,68.52,Corporate,31.5192
22681,2014-01-08,61.02,Consumer,0.6102
22683,2014-06-14,136.74,Home Office,13.65
22685,2014-09-18,37.5,Consumer,16.08
22687,2014-03-31,115.08,Corporate,26.46
22688,2014-07-02,79.74,Consumer,0.0
22691,2014-12-27,192.555,Home Office,-154.125
22692,2014-05-19,236.97,Corporate,-102.78
22693,2014-11-19,166.92,Consumer,66.72
22695,2014-03-14,48.7,Home Office,17.5
22696,2014-06-25,123.76,Consumer,0.0
22697,2014-08-16,88.11,Corporate,30.78
22699,2014-10-24,462.132,Consumer,169.332
22711,2014-07-28,98.88,Consumer,6.9
22713,2014-06-09,45.216,Consumer,-17.064
22714,2014-12-29,176.94,Corporate,37.08
22722,2014-02-26,196.784,Consumer,-22.1382
22725,2014-07-21,53.64,Consumer,13.41
22727,2014-09-15,138.36,Consumer,42.88
22736,2014-06-18,135.594,Consumer,-6.066
22738,2014-08-22,103.14,Consumer,-98.01
22743,2014-08-08,87.42,Consumer,32.34
22744,2014-08-16,105.552,Corporate,-56.328
22745,2014-12-19,99.95,Corporate,22.9885
22753,2014-01-09,94.05,Consumer,15.9
22754,2014-05-09,78.57,Consumer,24.3
22766,2014-11-04,137.088,Consumer,-8.592
22767,2014-12-16,94.788,Consumer,-41.112
22773,2014-06-30,94.896,Corporate,-33.264
22782,2014-08-12,107.82,Home Office,24.78
22783,2014-09-14,151.56,Corporate,39.33
22797,2014-02-18,74.6505,Home Office,-49.3995
22800,2014-12-22,69.5,Consumer,20.155
22801,2014-04-01,61.0,Home Office,25.62
22802,2014-10-04,83.92,Home Office,21.8192
22806,2014-11-24,168.3,Corporate,58.89
22808,2014-09-25,104.196,Consumer,-125.064
22812,2014-01-21,382.51668,Consumer,-257.14332
22815,2014-05-13,39.555,Corporate,-7.155
22816,2014-10-24,280.125,Consumer,9.315
22817,2014-05-21,116.55,Consumer,31.29
22820,2014-02-27,81.92,Home Office,22.1184
22821,2014-02-20,44.67,Home Office,12.0609
22826,2014-12-15,57.0,Consumer,5.7
22829,2014-10-01,49.968,Home Office,2.448
22830,2014-12-02,143.04,Consumer,48.48
22833,2014-07-05,95.49,Consumer,39.15
22837,2014-09-29,74.55,Corporate,12.66
22838,2014-10-17,44.784,Corporate,-20.256
22841,2014-11-13,120.888,Consumer,-16.632
22842,2014-05-03,102.9,Corporate,20.58
22849,2014-08-11,46.98,Consumer,19.26
22856,2014-12-09,174.96,Consumer,50.58
22859,2014-09-12,100.116,Consumer,42.066
22860,2014-11-27,189.432,Consumer,-22.248
22861,2014-12-31,43.8,Consumer,13.56
22864,2014-11-17,96.0,Corporate,48.0
22867,2014-12-02,105.584,Consumer,9.2386
22868,2014-11-11,38.388,Corporate,-25.592
22871,2014-06-05,101.58,Consumer,13.2
22872,2014-03-05,91.424,Home Office,15.984
22878,2014-11-26,98.76,Consumer,-44.48
22881,2014-08-05,127.17,Consumer,32.49
22886,2014-11-05,94.38,Corporate,19.8
22887,2014-06-03,272.5,Consumer,106.2
22889,2014-10-25,102.32,Consumer,37.84
22892,2014-08-01,87.84,Corporate,12.24
22895,2014-02-20,49.842,Consumer,-103.158
22899,2014-06-24,82.32,Home Office,39.48
22900,2014-06-09,125.064,Home Office,34.704
22903,2014-03-07,100.2,Home Office,6.0
22904,2014-05-19,272.24,Corporate,51.72
22905,2014-05-02,154.89,Consumer,26.28
22906,2014-01-26,313.4205,Corporate,44.2305
22912,2014-09-20,149.95,Corporate,31.4895
22923,2014-07-11,41.91,Corporate,10.8966
22924,2014-07-11,64.02,Corporate,5.76
22927,2014-07-25,116.76,Consumer,-44.8
22929,2014-08-26,114.66,Consumer,46.98
22932,2014-10-22,57.6,Home Office,0.96
22934,2014-02-24,71.96,Corporate,25.186
22937,2014-01-05,150.72,Consumer,10.32
22945,2014-09-11,259.896,Consumer,-56.3108
22947,2014-06-02,74.88,Corporate,-25.47
22950,2014-10-02,269.244,Home Office,65.784
22952,2014-10-27,118.65,Consumer,19.775
22955,2014-04-14,114.0,Corporate,11.4
22962,2014-04-22,109.095,Home Office,-102.585
22969,2014-08-16,113.304,Consumer,-34.016
22973,2014-10-18,115.11,Corporate,13.77
22980,2014-11-06,174.24,Consumer,59.22
22987,2014-05-21,82.89,Consumer,36.45
22989,2014-08-22,322.1271,Consumer,-4.4829
22991,2014-08-07,115.296,Corporate,40.3536
22995,2014-10-22,154.7,Consumer,0.0
22996,2014-10-17,117.6,Consumer,57.6
22998,2014-03-25,47.01,Corporate,22.0947
23005,2014-08-13,76.32,Consumer,23.58
23006,2014-12-31,90.93,Consumer,2.7279
23010,2014-12-19,47.82,Home Office,10.5
23013,2014-12-13,76.9401,Home Office,-1.5399
23015,2014-09-26,119.96,Consumer,35.988
23017,2014-07-02,197.91,Home Office,19.77
23018,2014-03-08,151.2,Corporate,75.6
23020,2014-09-11,82.86,Home Office,16.56
23033,2014-06-26,50.46,Home Office,0.99
23037,2014-10-20,114.92,Consumer,13.76
23038,2014-10-08,108.48,Corporate,21.66
23044,2014-09-03,254.58,Consumer,45.81
23045,2014-03-03,43.164,Corporate,-72.036
23046,2014-03-20,75.6,Corporate,12.0
23054,2014-01-24,90.3,Consumer,29.76
23066,2014-09-19,113.94,Corporate,34.182
23067,2014-06-23,52.59,Consumer,12.6
23068,2014-11-13,121.05,Home Office,50.82
23069,2014-01-21,206.4,Consumer,92.88
23071,2014-08-21,121.32,Consumer,7.26
23073,2014-11-22,158.58,Consumer,22.2
23074,2014-09-23,92.7,Corporate,30.51
23079,2014-12-05,70.308,Home Office,-14.112
23080,2014-02-10,31.935,Consumer,-11.505
23081,2014-12-23,97.713,Home Office,-60.507
23084,2014-09-30,65.124,Consumer,15.804
23085,2014-09-23,79.984,Consumer,22.9954
23088,2014-12-16,90.96,Consumer,2.7
23094,2014-12-16,129.06,Corporate,46.44
23097,2014-03-13,83.88,Consumer,30.96
23100,2014-11-20,196.83,Corporate,6.39
23102,2014-07-04,167.968,Consumer,62.988
23108,2014-10-14,149.13,Corporate,47.7
23109,2014-03-27,91.44,Home Office,17.34
23114,2014-12-26,153.552,Corporate,51.8238
23121,2014-07-31,88.65,Corporate,0.0
23123,2014-09-11,133.5,Corporate,55.95
23128,2014-08-13,242.624,Consumer,27.2952
23129,2014-10-14,71.22,Corporate,14.94
23132,2014-06-13,100.992,Consumer,-11.808
23136,2014-05-07,58.44,Home Office,19.2
23138,2014-11-12,38.85,Consumer,0.0
23140,2014-05-04,118.224,Corporate,-37.536
23141,2014-09-24,31.44,Consumer,8.4888
23142,2014-10-31,33.94,Home Office,9.1638
23145,2014-07-10,63.0,Home Office,6.84
23147,2014-11-10,84.52,Corporate,42.24
23149,2014-07-24,229.446,Corporate,-22.974
23154,2014-10-15,322.1271,Consumer,-4.4829
23158,2014-10-04,196.8,Corporate,84.6
23159,2014-09-22,57.402,Home Office,-44.028
23160,2014-09-24,111.552,Corporate,-14.888
23165,2014-02-05,92.82,Corporate,3.66
23170,2014-01-28,65.22,Corporate,15.0
23175,2014-12-29,90.848,Home Office,9.068
23185,2014-06-10,137.16,Corporate,0.0
23186,2014-10-07,54.636,Corporate,5.456
23188,2014-10-07,127.296,Consumer,28.566
23189,2014-03-19,38.34,Consumer,16.47
23190,2014-08-11,49.5,Corporate,16.32
23197,2014-09-05,68.07,Home Office,10.2
23199,2014-12-02,29.55,Corporate,3.54
23200,2014-10-16,287.24436,Consumer,65.60436
23201,2014-09-13,90.3,Home Office,3.6
23202,2014-05-19,144.48,Corporate,-41.02
23204,2014-11-25,142.2,Consumer,2.7
23205,2014-11-20,100.17,Consumer,24.84
23208,2014-06-18,51.312,Consumer,17.9592
23211,2014-06-20,103.08,Consumer,21.6
23212,2014-12-24,220.536,Consumer,-485.244
23216,2014-02-03,54.18,Home Office,8.1
23226,2014-09-11,46.9974,Consumer,-14.2026
23227,2014-05-01,57.6,Corporate,8.64
23229,2014-09-08,81.568,Corporate,7.1372
23234,2014-05-30,153.81,Corporate,53.82
23235,2014-07-31,107.4,Consumer,8.58
23239,2014-12-15,56.328,Consumer,-26.7558
23240,2014-03-25,40.32,Consumer,-12.12
23242,2014-12-05,56.58,Consumer,24.87
23244,2014-08-19,76.14,Home Office,25.11
23246,2014-09-25,96.66,Consumer,3.78
23250,2014-12-01,155.94,Consumer,45.2226
23251,2014-04-02,38.16,Consumer,17.91
23252,2014-06-17,70.47,Consumer,3.51
23255,2014-11-10,84.672,Corporate,-1.458
23266,2014-03-20,170.19,Home Office,64.65
23270,2014-05-15,70.596,Consumer,-22.404
23274,2014-03-18,107.44,Consumer,27.9344
23276,2014-11-26,125.34,Corporate,60.15
23277,2014-06-16,78.12,Corporate,11.7
23279,2014-07-11,80.0,Corporate,16.0
23282,2014-01-16,67.584,Home Office,-60.876
23289,2014-05-02,53.568,Consumer,0.588
23290,2014-05-26,147.69,Consumer,59.04
23292,2014-03-28,144.1458,Corporate,43.4358
23293,2014-03-20,80.622,Home Office,29.502
23296,2014-11-26,87.84,Consumer,32.46
23297,2014-09-17,32.64,Corporate,4.56
23301,2014-03-31,72.27,Corporate,13.68
23304,2014-07-24,61.92,Consumer,-29.94
23309,2014-03-17,70.464,Corporate,22.9008
23310,2014-06-03,128.22,Consumer,58.98
23311,2014-10-04,76.85496,Corporate,-27.26504
23315,2014-10-17,176.4,Home Office,82.86
23316,2014-05-06,162.84,Consumer,63.48
23317,2014-12-19,117.288,Corporate,7.488
23318,2014-09-24,160.96,Consumer,48.288
23321,2014-07-01,121.5,Corporate,59.52
23329,2014-08-18,53.91,Consumer,12.39
23331,2014-08-11,157.464,Home Office,59.454
23335,2014-09-01,229.544,Consumer,83.2097
23336,2014-11-13,57.96,Consumer,0.48
23340,2014-10-22,41.7,Corporate,6.24
23341,2014-02-25,198.732,Consumer,-213.648
23342,2014-11-10,30.528,Consumer,-8.232
23343,2014-02-28,205.92,Home Office,51.36
23345,2014-08-13,34.38,Consumer,8.91
23348,2014-02-11,267.3,Home Office,11.88
23351,2014-04-18,40.68,Consumer,12.96
23352,2014-08-22,83.88,Corporate,29.358
23353,2014-09-23,101.976,Home Office,-150.444
23356,2014-09-04,117.12,Corporate,52.68
23361,2014-10-25,112.86,Consumer,12.24
23363,2014-05-13,44.928,Home Office,12.978
23366,2014-11-07,45.36,Home Office,22.2264
23367,2014-05-15,74.0,Corporate,37.0
23368,2014-09-16,81.96,Corporate,0.0
23371,2014-06-16,203.52,Corporate,18.24
23372,2014-09-15,29.85,Consumer,6.84
23373,2014-09-26,144.096,Corporate,-90.084
23376,2014-10-23,122.067,Corporate,14.877
23384,2014-09-22,159.2,Home Office,23.84
23386,2014-09-26,80.28,Consumer,30.42
23396,2014-09-23,40.176,Corporate,14.5638
23399,2014-01-01,54.0,Consumer,4.86
23400,2014-08-27,363.06,Consumer,-314.94
23408,2014-07-21,62.4,Consumer,8.1
23411,2014-06-04,136.242,Consumer,-6.138
23414,2014-12-16,110.04,Consumer,8.79
23419,2014-04-10,111.06,Corporate,24.42
23421,2014-11-03,184.8,Consumer,73.8
23424,2014-12-06,205.03,Corporate,67.6599
23427,2014-01-15,111.984,Consumer,6.999
23431,2014-10-28,561.0,Consumer,44.8
23432,2014-04-08,112.824,Corporate,-50.856
23434,2014-01-10,86.4,Home Office,12.0
23443,2014-04-22,97.264,Consumer,-243.16
23444,2014-02-18,166.45,Home Office,39.948
23446,2014-07-18,83.46,Home Office,33.36
23447,2014-06-11,86.96,Consumer,22.6
23456,2014-05-10,127.584,Consumer,-23.496
23461,2014-08-08,47.04,Corporate,18.33
23462,2014-07-02,96.6,Consumer,11.58
23463,2014-10-21,42.18,Consumer,5.46
23471,2014-04-18,195.136,Corporate,-43.9056
23472,2014-08-28,62.16,Consumer,4.95
23477,2014-11-20,193.68,Consumer,73.56
23479,2014-03-12,91.2024,Consumer,-53.3976
23482,2014-06-09,85.056,Corporate,28.7064
23483,2014-08-08,79.992,Consumer,21.9978
23485,2014-11-14,206.76,Consumer,66.12
23492,2014-12-12,125.19,Home Office,29.97
23494,2014-10-01,116.388,Consumer,-103.212
23503,2014-09-24,135.324,Home Office,29.964
23505,2014-06-12,174.42,Consumer,41.8608
23506,2014-05-07,191.968,Consumer,28.7952
23509,2014-09-17,43.92,Consumer,19.32
23512,2014-07-14,109.08,Consumer,52.32
23518,2014-12-26,105.912,Consumer,-50.328
23521,2014-01-24,83.4,Consumer,3.3
23529,2014-12-12,47.52,Consumer,23.28
23531,2014-12-26,158.928,Consumer,41.7186
23534,2014-05-07,97.74,Consumer,10.74
23541,2014-01-24,95.04,Consumer,30.36
23542,2014-07-21,70.34252,Consumer,-79.89748
23550,2014-04-20,143.13,Corporate,57.24
23555,2014-03-14,164.6,Home Office,21.36
23556,2014-06-17,42.96,Home Office,-16.48
23560,2014-06-03,170.52,Consumer,68.04
23561,2014-08-27,455.49,Consumer,86.49
23565,2014-06-11,144.096,Corporate,-26.424
23566,2014-11-12,99.72,Corporate,39.84
23567,2014-04-16,121.2,Consumer,27.84
23572,2014-12-30,49.3515,Consumer,-4.5585
23573,2014-08-22,89.16,Consumer,32.94
23574,2014-02-15,76.896,Consumer,-7.704
23576,2014-12-03,55.35,Consumer,22.65
23577,2014-03-22,90.9348,Corporate,14.1348
23579,2014-09-04,42.616,Consumer,-68.1856
23580,2014-08-02,95.984,Consumer,5.999
23581,2014-08-08,159.96,Consumer,17.9955
23584,2014-06-18,101.04,Corporate,29.28
23587,2014-11-07,106.816,Corporate,36.016
23588,2014-11-10,116.712,Home Office,-40.888
23589,2014-05-14,100.4,Consumer,8.0
23591,2014-03-17,75.006,Corporate,26.646
23593,2014-02-10,185.598,Consumer,-2.982
23595,2014-01-22,164.99,Home Office,49.497
23598,2014-06-13,118.8,Consumer,49.8
23599,2014-11-10,140.76,Consumer,-178.36
23601,2014-12-13,65.7,Home Office,5.2
23602,2014-04-07,68.67,Home Office,10.98
23606,2014-07-07,368.55,Consumer,4.05
23608,2014-10-27,29.28,Home Office,2.34
23610,2014-10-04,79.08,Home Office,33.96
23613,2014-12-20,102.018,Consumer,-183.6324
23616,2014-10-20,73.44,Home Office,20.52
23617,2014-12-27,67.28,Consumer,6.04
23622,2014-09-18,261.74,Corporate,65.435
23627,2014-07-24,83.67,Home Office,-28.47
23630,2014-12-12,94.284,Corporate,31.374
23631,2014-04-29,106.542,Consumer,46.122
23636,2014-06-03,76.176,Consumer,-172.704
23638,2014-08-11,113.76,Corporate,1.08
23640,2014-12-06,58.8,Consumer,15.84
23641,2014-05-29,69.12,Home Office,2.76
23645,2014-12-12,77.72,Consumer,-66.062
23651,2014-09-29,135.09,Consumer,28.35
23657,2014-03-18,134.16,Consumer,12.06
23659,2014-04-25,148.44,Consumer,23.73
23665,2014-08-29,136.14,Consumer,13.56
23666,2014-06-18,122.148,Consumer,-13.572
23667,2014-12-01,143.13,Home Office,57.24
23668,2014-11-12,88.2,Consumer,7.92
23674,2014-01-26,74.763,Corporate,29.073
23675,2014-12-19,79.56,Corporate,36.54
23676,2014-06-30,110.25,Corporate,11.97
23677,2014-01-16,141.507,Corporate,-4.743
23678,2014-03-07,169.65,Consumer,39.0
23680,2014-05-12,99.0,Home Office,13.86
23681,2014-08-22,51.75,Consumer,24.84
23682,2014-03-12,130.32,Consumer,51.84
23685,2014-09-03,68.56,Consumer,-37.74
23687,2014-09-01,129.519,Consumer,11.439
23694,2014-12-09,90.48,Corporate,33.93
23699,2014-12-03,229.44,Corporate,27.36
23702,2014-10-08,172.206,Consumer,9.546
23704,2014-11-28,244.55,Corporate,114.9385
23707,2014-12-03,67.86,Consumer,-45.24
23708,2014-11-29,62.65,Consumer,29.4455
23711,2014-11-25,461.3,Consumer,124.46
23712,2014-12-20,132.132,Corporate,-2.268
23713,2014-09-17,163.38,Consumer,40.8
23716,2014-12-15,122.22,Consumer,58.59
23719,2014-12-26,201.84,Consumer,3.96
23722,2014-08-18,77.4,Home Office,33.21
23725,2014-09-29,157.59,Home Office,18.9
23727,2014-01-15,154.9,Consumer,69.705
23729,2014-05-12,76.452,Corporate,-87.948
23735,2014-12-01,146.79,Corporate,73.35
23740,2014-04-15,198.272,Corporate,-32.2192
23744,2014-04-14,118.65,Corporate,42.63
23746,2014-05-19,146.79,Corporate,-0.09
23747,2014-01-31,136.344,Consumer,47.694
23752,2014-10-08,37.92,Consumer,2.22
23758,2014-11-06,129.276,Consumer,6.966
23763,2014-08-28,56.58,Corporate,24.87
23767,2014-02-18,53.208,Consumer,-2.712
23771,2014-11-14,90.96,Consumer,2.7
23776,2014-08-21,226.56,Corporate,63.4368
23777,2014-07-15,71.92,Consumer,20.8568
23778,2014-11-24,127.785,Corporate,-31.0335
23780,2014-09-27,94.08,Corporate,18.78
23781,2014-04-08,83.2,Consumer,6.64
23782,2014-12-13,129.12,Consumer,48.42
23785,2014-01-03,106.218,Corporate,25.788
23786,2014-11-15,321.568,Corporate,28.1372
23787,2014-07-11,265.11,Home Office,90.12
23791,2014-02-26,103.08,Consumer,26.76
23794,2014-07-10,155.52,Home Office,5.12
23796,2014-06-19,274.8,Home Office,96.15
23797,2014-12-27,189.96,Consumer,15.12
23800,2014-08-05,123.8526,Consumer,7.4526
23802,2014-05-21,39.3324,Consumer,8.0724
23804,2014-05-10,65.232,Corporate,22.0158
23807,2014-08-13,51.54,Consumer,10.8
23812,2014-11-04,84.1,Consumer,21.0
23813,2014-11-25,151.875,Consumer,-3.075
23816,2014-08-08,62.64,Consumer,19.35
23817,2014-05-16,129.843,Corporate,40.383
23819,2014-04-10,270.9,Corporate,27.0
23820,2014-12-15,76.74,Consumer,36.06
23827,2014-12-30,84.84,Home Office,12.72
23828,2014-05-31,132.39,Corporate,42.3
23829,2014-10-11,69.84,Corporate,27.9
23833,2014-01-17,27.92,Corporate,8.0968
23834,2014-10-18,52.792,Corporate,4.6193
23835,2014-11-05,194.352,Corporate,-43.7292
23841,2014-08-06,175.56,Corporate,-27.69
23842,2014-03-25,100.2,Corporate,6.0
23845,2014-04-18,60.312,Consumer,5.2773
23846,2014-11-20,58.408,Home Office,18.2525
23848,2014-01-31,70.56,Consumer,-22.44
23850,2014-10-15,52.2,Home Office,-14.64
23853,2014-08-22,56.85,Consumer,10.8
23855,2014-09-09,65.12,Corporate,16.9312
23856,2014-12-18,142.152,Consumer,-95.988
23864,2014-05-02,105.72,Consumer,2.04
23865,2014-12-29,74.205,Home Office,-50.535
23871,2014-12-03,151.188,Corporate,-25.198
23874,2014-08-18,146.1,Consumer,18.9
23875,2014-10-02,252.3,Home Office,4.95
23876,2014-11-11,81.45,Corporate,21.9
23884,2014-09-04,103.5,Corporate,-27.6
23886,2014-09-16,114.84,Consumer,25.2
23887,2014-01-24,54.6,Consumer,18.45
23890,2014-06-18,48.195,Corporate,19.275
23891,2014-12-05,166.284,Corporate,-72.096
23894,2014-10-24,35.0,Corporate,14.7
23895,2014-11-05,95.976,Consumer,15.5961
23896,2014-05-29,125.13,Corporate,36.2877
23897,2014-09-19,57.6,Corporate,25.92
23901,2014-09-12,143.36,Corporate,8.96
23903,2014-06-26,204.75,Corporate,79.8
23905,2014-11-28,80.676,Consumer,3.876
23906,2014-06-23,121.8855,Home Office,48.3855
23914,2014-11-25,70.38,Home Office,32.22
23916,2014-12-06,42.09,Home Office,-26.13
23917,2014-04-03,258.0,Consumer,123.75
23918,2014-11-25,93.18,Consumer,-65.34
23919,2014-11-07,128.37,Corporate,55.17
23921,2014-07-10,155.1165,Corporate,-3.0135
23922,2014-08-27,30.51,Corporate,-0.69
23927,2014-10-02,58.74,Home Office,20.52
23928,2014-12-09,178.24,Consumer,64.16
23931,2014-10-21,96.6,Home Office,11.58
23932,2014-09-01,48.357,Consumer,1.047
23937,2014-09-03,79.92,Consumer,37.5624
23938,2014-06-28,22.8,Corporate,5.22
23945,2014-12-10,90.45,Home Office,28.8
23950,2014-10-31,64.8,Home Office,-4.32
23951,2014-08-29,101.04,Consumer,29.28
23959,2014-06-02,126.09,Consumer,21.42
23960,2014-11-03,65.22,Consumer,24.12
23967,2014-03-02,61.18,Home Office,7.28
23968,2014-09-16,795.2064,Home Office,245.4064
23969,2014-11-29,103.2,Home Office,49.5
23970,2014-11-21,138.96,Corporate,36.09
23973,2014-06-03,207.36,Corporate,31.08
23977,2014-11-27,107.55,Consumer,-30.15
23978,2014-03-25,121.08,Corporate,41.16
23984,2014-10-21,49.02,Corporate,1.44
23986,2014-04-23,79.74,Consumer,26.31
23990,2014-03-19,1048.8,Home Office,157.32
23996,2014-08-13,52.59,Home Office,12.6
24000,2014-12-01,103.896,Corporate,-145.464
24001,2014-02-21,133.2,Consumer,23.97
24005,2014-11-24,75.6,Consumer,36.24
24017,2014-06-05,61.08,Consumer,6.06
24018,2014-09-18,194.74,Consumer,23.24
24019,2014-05-28,101.7,Consumer,11.16
24022,2014-10-23,180.48,Corporate,61.2
24023,2014-01-02,454.56,Consumer,-107.958
24024,2014-06-02,83.97,Corporate,15.9543
24026,2014-07-07,41.7,Home Office,4.98
24028,2014-11-19,90.048,Home Office,-1.132
24029,2014-11-26,106.05,Consumer,14.7
24038,2014-11-08,38.16,Consumer,19.08
24042,2014-05-13,87.4,Consumer,34.96
24045,2014-11-24,113.76,Corporate,1.08
24051,2014-09-24,80.1,Home Office,37.62
24052,2014-06-25,120.0,Consumer,-40.0
24053,2014-01-26,118.86,Consumer,55.86
24055,2014-05-07,62.55,Home Office,9.36
24056,2014-08-27,141.66,Home Office,2.7
24061,2014-04-02,218.352,Corporate,-19.1058
24064,2014-06-06,73.08,Corporate,-17.16
24066,2014-06-16,100.764,Consumer,-45.396
24067,2014-11-25,146.688,Home Office,-22.032
24068,2014-09-23,73.52,Corporate,20.56
24069,2014-11-20,102.78,Consumer,29.76
24071,2014-02-14,55.92,Home Office,27.36
24074,2014-10-25,62.58,Consumer,14.28
24075,2014-02-04,174.24,Home Office,59.22
24078,2014-05-19,88.1,Corporate,34.3
24080,2014-11-19,94.2,Consumer,27.3
24081,2014-07-12,109.32,Consumer,4.32
24083,2014-01-10,222.282,Consumer,-176.268
24085,2014-11-04,73.656,Consumer,11.016
24087,2014-01-08,110.11,Consumer,31.9319
24097,2014-10-07,103.2,Consumer,49.5
24100,2014-11-15,167.952,Consumer,-27.2922
24111,2014-10-22,108.04,Consumer,27.0
24114,2014-06-16,191.835,Consumer,-145.845
24116,2014-04-09,82.56,Consumer,1.02
24117,2014-06-18,175.4703,Consumer,35.8803
24118,2014-08-07,140.67,Consumer,-36.63
24124,2014-06-12,229.56,Consumer,15.96
24126,2014-02-03,23.34,Consumer,7.2
24127,2014-09-26,69.804,Home Office,-41.916
24128,2014-05-08,320.6115,Corporate,26.4015
